Starttid;Sluttid;Energi_KWh;Dygnsmedel;Bergsvärme
2018-08-04 00:00;2018-08-04 23:59;9;18.9;1
2018-08-05 00:00;2018-08-05 23:59;11;16.0;1
2018-08-06 00:00;2018-08-06 23:59;9;14.1;1
2018-08-07 00:00;2018-08-07 23:59;11;14.7;1
2018-08-08 00:00;2018-08-08 23:59;8;17.5;1
2018-08-09 00:00;2018-08-09 23:59;8;21.2;1
2018-08-10 00:00;2018-08-10 23:59;7;17.3;1
2018-08-11 00:00;2018-08-11 23:59;11;17.4;1
2018-08-12 00:00;2018-08-12 23:59;11;14.7;1
2018-08-13 00:00;2018-08-13 23:59;13;14.8;1
2018-08-14 00:00;2018-08-14 23:59;13;12.6;1
2018-08-15 00:00;2018-08-15 23:59;13;11.4;1
2018-08-16 00:00;2018-08-16 23:59;5;14.0;1
2018-08-17 00:00;2018-08-17 23:59;8;17.1;1
2018-08-18 00:00;2018-08-18 23:59;14;15.1;1
2018-08-19 00:00;2018-08-19 23:59;12;15.0;1
2018-08-20 00:00;2018-08-20 23:59;13;13.4;1
2018-08-21 00:00;2018-08-21 20:51;4;11.1;1
2018-08-22 20:51;2018-08-22 23:59;1;9.8;1
2018-08-23 00:00;2018-08-23 23:59;12;13.3;1
2018-08-24 00:00;2018-08-24 23:59;13;10.8;1
2018-08-25 00:00;2018-08-25 23:59;17;14.3;1
2018-08-26 00:00;2018-08-26 23:59;19;11.3;1
2018-08-27 00:00;2018-08-27 23:59;13;12.4;1
2018-08-28 00:00;2018-08-28 23:59;15;11.2;1
2018-08-29 00:00;2018-08-29 23:59;14;14.0;1
2018-08-30 00:00;2018-08-30 23:59;13;14.2;1
2018-08-31 00:00;2018-08-31 23:59;14;11.2;1
2018-09-01 00:00;2018-09-01 23:59;10;10.2;1
2018-09-02 00:00;2018-09-02 23:59;14;11.1;1
2018-09-03 00:00;2018-09-03 23:59;12;14.5;1
2018-09-04 00:00;2018-09-04 23:59;12;12.9;1
2018-09-05 00:00;2018-09-05 23:59;12;11.3;1
2018-09-06 00:00;2018-09-06 23:59;12;9.5;1
2018-09-07 00:00;2018-09-07 23:59;14;10.5;1
2018-09-08 00:00;2018-09-08 23:59;18;11.3;1
2018-09-09 00:00;2018-09-09 23:59;14;11.4;1
2018-09-10 00:00;2018-09-10 23:59;13;13.5;1
2018-09-11 00:00;2018-09-11 23:59;15;13.8;1
2018-09-12 00:00;2018-09-12 23:59;15;11.5;1
2018-09-13 00:00;2018-09-13 23:59;14;11.1;1
2018-09-14 00:00;2018-09-14 23:59;11;8.2;1
2018-09-15 00:00;2018-09-15 23:59;12;5.9;1
2018-09-16 00:00;2018-09-16 23:59;16;9.2;1
2018-09-17 00:00;2018-09-17 23:59;17;6.3;1
2018-09-18 00:00;2018-09-18 23:59;15;7.9;1
2018-09-19 00:00;2018-09-19 23:59;20;10.6;1
2018-09-20 00:00;2018-09-20 23:59;17;12.9;1
2018-09-21 00:00;2018-09-21 23:59;14;10.9;1
2018-09-22 00:00;2018-09-22 23:59;19;11.8;1
2018-09-23 00:00;2018-09-23 23:59;19;8.8;1
2018-09-24 00:00;2018-09-24 23:59;19;7.0;1
2018-09-25 00:00;2018-09-25 23:59;23;5.0;1
2018-09-26 00:00;2018-09-26 23:59;19;7.3;1
2018-09-27 00:00;2018-09-27 23:59;21;5.5;1
2018-09-28 00:00;2018-09-28 23:59;21;1.5;1
2018-09-29 00:00;2018-09-29 23:59;20;1.0;1
2018-09-30 00:00;2018-09-30 23:59;19;6.1;1
2018-10-01 00:00;2018-10-01 23:59;21;3.3;1
2018-10-02 00:00;2018-10-02 23:59;23;3.8;1
2018-10-03 00:00;2018-10-03 23:59;24;1.1;1
2018-10-04 00:00;2018-10-04 23:59;27;-0.8;1
2018-10-05 00:00;2018-10-05 23:59;20;3.6;1
2018-10-06 00:00;2018-10-06 23:59;22;3.6;1
2018-10-07 00:00;2018-10-07 23:59;27;-0.5;1
2018-10-08 00:00;2018-10-08 23:59;27;0.8;1
2018-10-09 00:00;2018-10-09 23:59;20;4.7;1
2018-10-10 00:00;2018-10-10 23:59;21;4.9;1
2018-10-11 00:00;2018-10-11 23:59;19;6.5;1
2018-10-12 00:00;2018-10-12 23:59;21;5.8;1
2018-10-13 00:00;2018-10-13 23:59;16;7.9;1
2018-10-14 00:00;2018-10-14 23:59;17;11.6;1
2018-10-15 00:00;2018-10-15 23:59;19;7.6;1
2018-10-16 00:00;2018-10-16 23:59;20;5.0;1
2018-10-17 00:00;2018-10-17 23:59;22;4.1;1
2018-10-18 00:00;2018-10-18 23:59;22;5.3;1
2018-10-19 00:00;2018-10-19 23:59;22;6.4;1
2018-10-20 00:00;2018-10-20 23:59;24;2.0;1
2018-10-21 00:00;2018-10-21 23:59;26;4.4;1
2018-10-22 00:00;2018-10-22 23:59;20;4.0;1
2018-10-23 00:00;2018-10-23 23:59;26;-1.4;1
2018-10-24 00:00;2018-10-24 23:59;26;-3.4;1
2018-10-25 00:00;2018-10-25 23:59;30;-1.4;1
2018-10-26 00:00;2018-10-26 23:59;29;-1.1;1
2018-10-27 00:00;2018-10-27 23:59;25;-1.7;1
2018-10-28 00:00;2018-10-28 23:59;34;-5.6;1
2018-10-29 00:00;2018-10-29 23:59;36;-9.8;1
2018-10-30 00:00;2018-10-30 23:59;36;-4.9;1
2018-10-31 00:00;2018-10-31 23:59;30;2.8;1
2018-11-01 00:00;2018-11-01 23:59;26;2.4;1
2018-11-02 00:00;2018-11-02 23:59;31;0.4;1
2018-11-03 00:00;2018-11-03 23:59;28;2.1;1
2018-11-04 00:00;2018-11-04 23:59;27;0.8;1
2018-11-05 00:00;2018-11-05 23:59;26;2.3;1
2018-11-06 00:00;2018-11-06 23:59;28;0.1;1
2018-11-07 00:00;2018-11-07 23:59;29;0.3;1
2018-11-08 00:00;2018-11-08 23:59;32;0.0;1
2018-11-09 00:00;2018-11-09 23:59;31;1.6;1
2018-11-10 00:00;2018-11-10 23:59;26;3.1;1
2018-11-11 00:00;2018-11-11 23:59;32;3.9;1
2018-11-12 00:00;2018-11-12 23:59;40;Nan;1
2018-11-13 00:00;2018-11-13 23:59;29;2.6;1
2018-11-14 00:00;2018-11-14 23:59;41;-1.8;1
2018-11-15 00:00;2018-11-15 23:59;34;2.0;1
2018-11-16 00:00;2018-11-16 23:59;31;3.4;1
2018-11-17 00:00;2018-11-17 23:59;36;4.4;1
2018-11-18 00:00;2018-11-18 23:59;33;-0.4;1
2018-11-19 00:00;2018-11-19 23:59;37;-5.8;1
2018-11-20 00:00;2018-11-20 23:59;47;-6.7;1
2018-11-21 00:00;2018-11-21 23:59;44;-10.2;1
2018-11-22 00:00;2018-11-22 23:59;46;-10.6;1
2018-11-23 00:00;2018-11-23 23:59;45;-8.7;1
2018-11-24 00:00;2018-11-24 23:59;44;-2.1;1
2018-11-25 00:00;2018-11-25 23:59;44;-6.3;1
2018-11-26 00:00;2018-11-26 23:59;42;-5.2;1
2018-11-27 00:00;2018-11-27 23:59;43;-6.8;1
2018-11-28 00:00;2018-11-28 23:59;48;-11.8;1
2018-11-29 00:00;2018-11-29 23:59;47;-5.0;1
2018-11-30 00:00;2018-11-30 23:59;38;2.4;1
2018-12-01 00:00;2018-12-01 23:59;31;3.3;1
2018-12-02 00:00;2018-12-02 23:59;36;1.9;1
2018-12-03 00:00;2018-12-03 23:59;35;1.1;1
2018-12-04 00:00;2018-12-04 23:59;35;-0.2;1
2018-12-05 00:00;2018-12-05 23:59;43;-2.8;1
2018-12-06 00:00;2018-12-06 23:59;45;-10.1;1
2018-12-07 00:00;2018-12-07 23:59;56;-13.8;1
2018-12-08 00:00;2018-12-08 23:59;39;-4.8;1
2018-12-09 00:00;2018-12-09 23:59;42;-0.2;1
2018-12-10 00:00;2018-12-10 23:59;35;0.1;1
2018-12-11 00:00;2018-12-11 23:59;40;-3.4;1
2018-12-12 00:00;2018-12-12 23:59;55;-12.7;1
2018-12-13 00:00;2018-12-13 23:59;59;-18.1;1
2018-12-14 00:00;2018-12-14 23:59;64;-20.2;1
2018-12-15 00:00;2018-12-15 23:59;66;-20.4;1
2018-12-16 00:00;2018-12-16 23:59;65;-17.4;1
2018-12-17 00:00;2018-12-17 23:59;48;-6.3;1
2018-12-18 00:00;2018-12-18 23:59;45;-6.1;1
2018-12-19 00:00;2018-12-19 23:59;47;-3.2;1
2018-12-20 00:00;2018-12-20 23:59;45;-2.8;1
2018-12-21 00:00;2018-12-21 23:59;47;-4.5;1
2018-12-22 00:00;2018-12-22 23:59;50;-9.9;1
2018-12-23 00:00;2018-12-23 23:59;68;-17.0;1
2018-12-24 00:00;2018-12-24 23:59;57;-18.8;1
2018-12-25 00:00;2018-12-25 23:59;50;-9.0;1
2018-12-26 00:00;2018-12-26 23:59;41;-7.2;1
2018-12-27 00:00;2018-12-27 23:59;40;-8.6;1
2018-12-28 00:00;2018-12-28 23:59;53;-13.7;1
2018-12-29 00:00;2018-12-29 23:59;42;-5.0;1
2018-12-30 00:00;2018-12-30 23:59;50;-7.7;1
2018-12-31 00:00;2018-12-31 23:59;46;-5.7;1
2019-01-01 00:00;2019-01-01 23:59;46;-2.2;1
2019-01-02 00:00;2019-01-02 23:59;46;-11.2;1
2019-01-03 00:00;2019-01-03 23:59;53;-12.9;1
2019-01-04 00:00;2019-01-04 23:59;38;-6.8;1
2019-01-05 00:00;2019-01-05 23:59;47;-9.7;1
2019-01-06 00:00;2019-01-06 23:59;45;-10.5;1
2019-01-07 00:00;2019-01-07 23:59;42;-3.8;1
2019-01-08 00:01;2019-01-08 23:59;41;-11.1;1
2019-01-09 00:00;2019-01-09 23:59;43;-8.2;1
2019-01-10 00:00;2019-01-10 23:59;42;-5.5;1
2019-01-11 00:00;2019-01-11 23:59;37;0.5;1
2019-01-12 00:00;2019-01-12 23:59;40;-3.6;1
2019-01-13 00:00;2019-01-13 23:59;47;-8.9;1
2019-01-14 00:00;2019-01-14 23:59;42;-6.1;1
2019-01-15 00:00;2019-01-15 23:59;44;-9.3;1
2019-01-16 00:00;2019-01-16 23:59;52;-20.6;1
2019-01-17 00:00;2019-01-17 23:59;58;-25.2;1
2019-01-18 00:00;2019-01-18 23:59;59;-21.5;1
2019-01-19 00:00;2019-01-19 23:59;74;-25.0;1
2019-01-20 00:00;2019-01-20 23:59;58;-24.7;1
2019-01-21 00:00;2019-01-21 23:59;64;-25.3;1
2019-01-22 00:00;2019-01-22 23:59;59;-23.0;1
2019-01-23 00:00;2019-01-23 23:59;62;-21.3;1
2019-01-24 00:00;2019-01-24 23:59;79;-21.2;1
2019-01-25 00:00;2019-01-25 23:59;66;-17.0;1
2019-01-26 00:00;2019-01-26 23:59;64;-17.8;1
2019-01-27 00:00;2019-01-27 23:59;80;-20.0;1
2019-01-28 00:00;2019-01-28 23:59;67;-20.0;1
2019-01-29 00:00;2019-01-29 23:59;56;-13.0;1
2019-01-30 00:00;2019-01-30 23:59;66;-14.9;1
2019-01-31 00:00;2019-01-31 23:59;88;-23.4;1
2019-02-01 00:00;2019-02-01 23:59;75;-19.9;1
2019-02-02 00:00;2019-02-02 23:59;58;-16.3;1
2019-02-03 00:00;2019-02-03 23:59;65;-16.8;1
2019-02-04 00:00;2019-02-04 23:59;61;-14.2;1
2019-02-05 00:00;2019-02-05 23:59;79;-21.0;1
2019-02-06 00:00;2019-02-06 23:59;85;-24.9;1
2019-02-07 00:00;2019-02-07 23:59;68;-17.0;1
2019-02-08 00:00;2019-02-08 23:59;58;-11.5;1
2019-02-09 00:00;2019-02-09 23:59;57;-9.1;1
2019-02-10 00:00;2019-02-10 23:59;50;-8.6;1
2019-02-11 00:00;2019-02-11 23:59;50;-11.1;1
2019-02-12 00:00;2019-02-12 23:59;50;-12.2;1
2019-02-13 00:00;2019-02-13 23:59;50;-9.8;1
2019-02-14 00:00;2019-02-14 23:59;47;-5.1;1
2019-02-15 00:00;2019-02-15 23:59;36;1.9;1
2019-02-16 00:00;2019-02-16 23:59;37;1.8;1
2019-02-17 00:00;2019-02-17 23:59;45;-1.9;1
2019-02-18 00:00;2019-02-18 23:59;44;-2.3;1
2019-02-19 00:00;2019-02-19 23:59;39;-3.9;1
2019-02-20 00:00;2019-02-20 23:59;50;-8.2;1
2019-02-21 00:00;2019-02-21 23:59;55;-17.5;1
2019-02-22 00:00;2019-02-22 23:59;51;-12.1;1
2019-02-23 00:00;2019-02-23 23:59;38;2.1;1
2019-02-24 00:00;2019-02-24 23:59;37;2.7;1
2019-02-25 00:00;2019-02-25 23:59;34;3.1;1
2019-02-26 00:00;2019-02-26 23:59;35;1.0;1
2019-02-27 00:00;2019-02-27 23:59;34;1.2;1
2019-02-28 00:00;2019-02-28 23:59;37;Nan;1
2019-03-01 00:00;2019-03-01 23:59;47;Nan;1
2019-03-02 00:00;2019-03-02 23:59;47;Nan;1
2019-03-03 00:00;2019-03-03 23:59;52;-15.4;1
2019-03-04 00:00;2019-03-04 23:59;46;-12.6;1
2019-03-05 00:00;2019-03-05 23:59;48;-12.7;1
2019-03-06 00:00;2019-03-06 23:59;43;-8.2;1
2019-03-07 00:00;2019-03-07 23:59;44;-7.9;1
2019-03-08 00:00;2019-03-08 23:59;41;-6.1;1
2019-03-09 00:00;2019-03-09 23:59;45;-6.0;1
2019-03-10 00:00;2019-03-10 23:59;52;-5.5;1
2019-03-11 00:00;2019-03-11 23:59;45;-6.7;1
2019-03-12 00:00;2019-03-12 23:59;44;-9.6;1
2019-03-13 00:00;2019-03-13 23:59;45;-10.1;1
2019-03-14 00:00;2019-03-14 23:59;41;-2.3;1
2019-03-15 00:00;2019-03-15 23:59;36;0.3;1
2019-03-16 00:00;2019-03-16 23:59;37;0.2;1
2019-03-17 00:00;2019-03-17 23:59;42;-2.1;1
2019-03-18 00:00;2019-03-18 23:59;38;-1.0;1
2019-03-19 00:00;2019-03-19 23:59;38;-3.1;1
2019-03-20 00:00;2019-03-20 23:59;38;-4.6;1
2019-03-21 00:00;2019-03-21 23:59;36;-2.5;1
2019-03-22 00:00;2019-03-22 23:59;36;-0.5;1
2019-03-23 00:00;2019-03-23 23:59;36;1.8;1
2019-03-24 00:00;2019-03-24 23:59;35;2.0;1
2019-03-25 00:00;2019-03-25 23:59;31;-1.1;1
2019-03-26 00:00;2019-03-26 23:59;36;-3.3;1
2019-03-27 00:00;2019-03-27 23:59;36;-1.0;1
2019-03-28 00:00;2019-03-28 23:59;33;3.2;1
2019-03-29 00:00;2019-03-29 23:59;30;4.2;1
2019-03-30 00:00;2019-03-30 23:59;33;1.5;1
2019-03-31 00:00;2019-03-31 23:59;38;-0.2;1
2019-04-01 00:00;2019-04-01 23:59;34;0.2;1
2019-04-02 00:00;2019-04-02 23:59;28;2.6;1
2019-04-03 00:00;2019-04-03 23:59;29;1.8;1
2019-04-04 00:00;2019-04-04 23:59;32;1.2;1
2019-04-05 00:01;2019-04-05 23:59;32;-0.4;1
2019-04-06 00:00;2019-04-06 23:59;39;0.8;1
2019-04-07 00:00;2019-04-07 23:59;32;0.0;1
2019-04-08 00:00;2019-04-08 23:59;31;-0.9;1
2019-04-09 00:00;2019-04-09 23:59;33;-1.4;1
2019-04-10 00:00;2019-04-10 23:58;34;-1.8;1
2019-04-11 00:00;2019-04-11 23:59;37;-1.4;1
2019-04-12 00:00;2019-04-12 23:59;28;0.8;1
2019-04-13 00:00;2019-04-13 23:59;24;2.5;1
2019-04-14 00:00;2019-04-14 23:59;33;3.0;1
2019-04-15 00:00;2019-04-15 23:59;26;3.0;1
2019-04-16 00:00;2019-04-16 23:58;25;3.2;1
2019-04-17 00:00;2019-04-17 23:59;29;3.4;1
2019-04-18 00:00;2019-04-18 23:59;25;3.0;1
2019-04-19 00:00;2019-04-19 23:59;24;6.0;1
2019-04-20 00:00;2019-04-20 23:50;22;6.7;1
2019-04-21 00:48;2019-04-21 23:59;28;5.8;1
2019-04-22 00:00;2019-04-22 23:59;27;6.5;1
2019-04-23 00:00;2019-04-23 23:59;23;9.9;1
2019-04-24 00:00;2019-04-24 23:59;22;8.0;1
2019-04-25 00:00;2019-04-25 23:59;21;6.5;1
2019-04-26 00:00;2019-04-26 23:58;19;9.1;1
2019-04-27 00:01;2019-04-27 23:59;27;7.6;1
2019-04-28 00:00;2019-04-28 23:59;19;4.1;1
2019-04-29 00:00;2019-04-29 23:59;20;6.1;1
2019-04-30 00:00;2019-04-30 23:59;20;8.5;1
2019-05-01 00:00;2019-05-01 23:59;22;4.3;1
2019-05-02 00:00;2019-05-02 23:58;26;1.5;1
2019-05-03 00:00;2019-05-03 23:59;30;0.3;1
2019-05-04 00:01;2019-05-04 23:59;27;1.6;1
2019-05-05 00:00;2019-05-05 23:59;25;1.5;1
2019-05-06 00:00;2019-05-06 23:59;27;1.9;1
2019-05-07 00:00;2019-05-07 23:59;27;5.2;1
2019-05-08 00:00;2019-05-08 23:59;28;4.2;1
2019-05-09 00:00;2019-05-09 23:58;28;6.6;1
2019-05-10 00:00;2019-05-10 23:59;24;9.3;1
2019-05-11 00:00;2019-05-11 23:59;24;8.7;1
2019-05-12 00:00;2019-05-12 23:58;30;7.0;1
2019-05-13 00:00;2019-05-13 23:59;27;4.2;1
2019-05-14 00:00;2019-05-14 23:59;26;6.3;1
2019-05-15 00:00;2019-05-15 23:59;26;7.3;1
2019-05-16 00:00;2019-05-16 23:59;26;9.3;1
2019-05-17 00:00;2019-05-17 23:59;22;11.8;1
2019-05-18 00:00;2019-05-18 23:59;18;13.4;1
2019-05-19 00:00;2019-05-19 23:59;22;13.4;1
2019-05-20 00:00;2019-05-20 23:59;20;13.4;1
2019-05-21 00:00;2019-05-21 23:58;21;14.9;1
2019-05-22 00:02;2019-05-22 23:59;20;10.9;1
2019-05-23 00:00;2019-05-23 23:59;26;7.2;1
2019-05-24 00:00;2019-05-24 23:58;27;6.6;1
2019-05-25 00:01;2019-05-25 23:59;24;6.6;1
2019-05-26 00:00;2019-05-26 23:59;25;8.9;1
2019-05-27 00:00;2019-05-27 23:59;25;9.2;1
2019-05-28 00:00;2019-05-28 23:59;23;9.0;1
2019-05-29 00:00;2019-05-29 23:59;23;9.5;1
2019-05-30 00:00;2019-05-30 23:59;24;9.9;1
2019-05-31 00:00;2019-05-31 23:59;22;7.3;1
2019-06-01 00:00;2019-06-01 23:59;24;10.8;1
2019-06-02 00:00;2019-06-02 23:59;26;10.1;1
2019-06-03 00:00;2019-06-03 23:59;24;8.9;1
2019-06-04 00:00;2019-06-04 23:59;23;10.6;1
2019-06-05 00:00;2019-06-05 23:59;21;13.0;1
2019-06-06 00:00;2019-06-06 23:59;24;16.6;1
2019-06-07 00:00;2019-06-07 23:59;17;19.0;1
2019-06-08 00:00;2019-06-08 23:59;19;20.7;1
2019-06-09 00:00;2019-06-09 23:59;22;17.3;1
2019-06-10 00:02;2019-06-10 23:59;13;15.6;1
2019-06-11 00:00;2019-06-11 23:59;19;9.5;1
2019-06-12 00:00;2019-06-12 23:58;22;10.2;1
2019-06-13 00:00;2019-06-13 23:59;20;12.1;1
2019-06-14 00:01;2019-06-14 23:59;14;16.5;1
2019-06-15 00:00;2019-06-15 23:59;9;17.0;1
2019-06-16 00:00;2019-06-16 23:59;12;18.2;1
2019-06-17 00:00;2019-06-17 23:59;9;18.1;1
2019-06-18 00:00;2019-06-18 23:59;8;19.7;1
2019-06-19 00:00;2019-06-19 23:50;11;16.4;1
2019-06-20 00:21;2019-06-20 23:59;7;15.1;1
2019-06-21 00:00;2019-06-21 23:59;5;16.4;1
2019-06-22 00:00;2019-06-22 23:59;8;12.5;1
2019-06-23 00:00;2019-06-23 23:59;16;12.4;1
2019-06-24 00:00;2019-06-24 23:59;16;13.1;1
2019-06-25 00:00;2019-06-25 23:59;15;14.2;1
2019-06-26 00:00;2019-06-26 23:59;12;15.2;1
2019-06-27 00:00;2019-06-27 23:59;13;14.8;1
2019-06-28 00:00;2019-06-28 23:56;13;14.3;1
2019-06-29 00:00;2019-06-29 23:59;11;15.3;1
2019-06-30 00:00;2019-06-30 23:59;8;11.5;1
2019-07-01 00:00;2019-07-01 23:59;13;13.4;1
2019-07-02 00:00;2019-07-02 23:59;13;13.6;1
2019-07-03 00:00;2019-07-03 23:59;11;13.7;1
2019-07-04 00:00;2019-07-04 23:59;9;13.5;1
2019-07-05 00:00;2019-07-05 23:59;14;14.0;1
2019-07-06 00:00;2019-07-06 23:59;14;11.7;1
2019-07-07 00:00;2019-07-07 23:59;12;13.1;1
2019-07-08 00:00;2019-07-08 23:59;9;15.0;1
2019-07-09 00:00;2019-07-09 23:59;6;15.5;1
2019-07-10 00:00;2019-07-10 23:59;6;14.5;1
2019-07-11 00:00;2019-07-11 23:59;9;13.3;1
2019-07-12 00:00;2019-07-12 23:59;14;14.9;1
2019-07-13 00:00;2019-07-13 23:59;12;13.5;1
2019-07-14 00:00;2019-07-14 23:59;10;13.3;1
2019-07-15 00:00;2019-07-15 23:59;12;12.9;1
2019-07-16 00:00;2019-07-16 23:59;13;13.5;1
2019-07-17 00:00;2019-07-17 23:59;11;13.3;1
2019-07-18 00:00;2019-07-18 23:59;14;14.2;1
2019-07-19 00:00;2019-07-19 23:59;10;15.4;1
2019-07-20 00:00;2019-07-20 23:59;9;17.1;1
2019-07-21 00:00;2019-07-21 23:59;20;19.4;1
2019-07-22 00:00;2019-07-22 23:59;17;20.1;1
2019-07-23 00:00;2019-07-23 23:59;16;20.2;1
2019-07-24 00:00;2019-07-24 23:59;12;20.3;1
2019-07-25 00:00;2019-07-25 23:59;10;21.9;1
2019-07-26 00:00;2019-07-26 23:59;9;24.7;1
2019-07-27 00:00;2019-07-27 23:59;10;25.0;1
2019-07-28 00:00;2019-07-28 23:59;20;18.8;1
2019-07-29 00:00;2019-07-29 23:59;12;12.3;1
2019-07-30 00:00;2019-07-30 23:59;14;11.6;1
2019-07-31 00:00;2019-07-31 23:59;16;11.8;1
2019-08-01 00:00;2019-08-01 23:59;16;14.0;1
2019-08-02 00:00;2019-08-02 23:59;12;13.0;1
2019-08-03 00:00;2019-08-03 23:59;18;11.3;1
2019-08-04 00:00;2019-08-04 23:59;20;12.1;1
2019-08-05 00:00;2019-08-05 23:59;13;13.4;1
2019-08-06 00:00;2019-08-06 23:59;14;12.6;1
2019-08-07 00:00;2019-08-07 23:59;14;13.4;1
2019-08-08 00:00;2019-08-08 23:59;16;13.7;1
2019-08-09 00:00;2019-08-09 23:59;13;13.5;1
2019-08-10 00:00;2019-08-10 23:59;14;12.7;1
2019-08-11 00:00;2019-08-11 23:58;13;14.2;1
2019-08-12 00:00;2019-08-12 23:46;13;15.3;1
2019-08-13 01:18;2019-08-13 23:57;14;15.7;1
2019-08-14 00:00;2019-08-14 23:59;14;15.5;1
2019-08-15 00:00;2019-08-15 23:59;12;15.2;1
2019-08-16 00:00;2019-08-16 23:59;14;15.2;1
2019-08-17 00:00;2019-08-17 23:59;13;16.4;1
2019-08-18 00:00;2019-08-18 23:59;19;15.3;1
2019-08-19 00:00;2019-08-19 23:59;14;15.0;1
2019-08-20 00:00;2019-08-20 23:59;14;15.8;1
2019-08-21 00:00;2019-08-21 23:59;15;15.5;1
2019-08-22 00:00;2019-08-22 23:59;15;13.2;1
2019-08-23 00:00;2019-08-23 23:59;15;10.8;1
2019-08-24 00:00;2019-08-24 23:59;16;13.6;1
2019-08-25 00:00;2019-08-25 23:59;18;14.3;1
2019-08-26 00:00;2019-08-26 23:59;16;14.8;1
2019-08-27 00:00;2019-08-27 23:59;15;17.1;1
2019-08-28 00:00;2019-08-28 23:59;10;15.8;1
2019-08-29 00:00;2019-08-29 23:59;12;17.5;1
2019-08-30 00:00;2019-08-30 23:59;16;16.8;1
2019-08-31 00:00;2019-08-31 23:59;12;15.4;1
2019-09-01 00:00;2019-09-01 23:59;15;15.7;1
2019-09-02 00:00;2019-09-02 23:59;13;15.5;1
2019-09-03 00:00;2019-09-03 23:59;19;11.4;1
2019-09-04 00:00;2019-09-04 23:59;18;10.4;1
2019-09-05 00:00;2019-09-05 23:59;18;8.7;1
2019-09-06 00:00;2019-09-06 23:59;18;11.1;1
2019-09-07 00:00;2019-09-07 23:59;15;8.9;1
2019-09-08 00:00;2019-09-08 23:59;18;10.6;1
2019-09-09 00:00;2019-09-09 23:58;16;8.6;1
2019-09-10 00:00;2019-09-10 23:57;17;10.5;1
2019-09-11 00:00;2019-09-11 23:59;18;14.3;1
2019-09-12 00:00;2019-09-12 23:59;21;13.8;1
2019-09-13 00:00;2019-09-13 23:59;19;9.4;1
2019-09-14 00:00;2019-09-14 23:59;20;7.4;1
2019-09-15 00:00;2019-09-15 23:59;25;5.7;1
2019-09-16 00:00;2019-09-16 23:59;21;6.0;1
2019-09-17 00:00;2019-09-17 23:59;21;7.0;1
2019-09-18 00:00;2019-09-18 23:59;22;6.3;1
2019-09-19 00:00;2019-09-19 23:59;26;4.9;1
2019-09-20 00:00;2019-09-20 23:59;27;3.3;1
2019-09-21 00:00;2019-09-21 23:59;24;3.5;1
2019-09-22 00:00;2019-09-22 23:59;27;4.2;1
2019-09-23 00:00;2019-09-23 23:59;27;2.5;1
2019-09-24 00:00;2019-09-24 23:59;26;2.7;1
2019-09-25 00:00;2019-09-25 23:59;28;3.2;1
2019-09-26 00:00;2019-09-26 23:59;22;6.7;1
2019-09-27 00:00;2019-09-27 23:59;19;8.7;1
2019-09-28 00:00;2019-09-28 23:59;23;6.6;1
2019-09-29 00:00;2019-09-29 23:59;29;8.2;1
2019-09-30 00:00;2019-09-30 23:59;21;6.6;1
2019-10-01 00:00;2019-10-01 23:59;25;6.0;1
2019-10-02 00:00;2019-10-02 23:59;25;4.2;1
2019-10-03 00:00;2019-10-03 23:59;26;1.4;1
2019-10-04 00:00;2019-10-04 23:59;30;2.1;1
2019-10-05 00:00;2019-10-05 23:59;28;2.8;1
2019-10-06 00:00;2019-10-06 23:59;25;4.6;1
2019-10-07 00:00;2019-10-07 20:29;29;5.2;1
2019-10-14 18:54;2019-10-14 23:59;12;2.3;1
2019-10-15 00:00;2019-10-15 23:59;43;0.3;1
2019-10-16 00:00;2019-10-16 23:59;47;0.7;1
2019-10-17 00:00;2019-10-17 23:59;41;2.1;1
2019-10-18 00:00;2019-10-18 23:59;35;0.1;1
2019-10-19 00:00;2019-10-19 23:59;33;0.1;1
2019-10-20 00:00;2019-10-20 23:59;40;-1.9;1
2019-10-21 00:00;2019-10-21 23:59;44;-3.7;1
2019-10-22 00:00;2019-10-22 23:59;37;-4.8;1
2019-10-23 00:00;2019-10-23 23:59;33;-1.3;1
2019-10-24 00:00;2019-10-24 23:59;37;1.7;1
2019-10-25 00:00;2019-10-25 23:59;36;1.1;1
2019-10-26 00:00;2019-10-26 23:59;36;-3.7;1
2019-10-27 00:00;2019-10-27 23:59;40;-5.6;1
2019-10-28 00:00;2019-10-28 23:59;41;0.7;1
2019-10-29 00:00;2019-10-29 23:59;46;2.9;1
2019-10-30 00:00;2019-10-30 23:59;46;1.4;1
2019-10-31 00:00;2019-10-31 23:59;43;3.2;1
2019-11-01 00:00;2019-11-01 23:59;51;0.9;1
2019-11-02 00:00;2019-11-02 23:59;48;-1.8;1
2019-11-03 00:00;2019-11-03 23:59;43;-4.3;1
2019-11-04 00:00;2019-11-04 23:59;51;-6.2;1
2019-11-05 00:00;2019-11-05 23:59;54;-7.1;1
2019-11-06 00:00;2019-11-06 23:59;59;-5.6;1
2019-11-07 00:00;2019-11-07 23:59;50;-10.8;1
2019-11-08 00:00;2019-11-08 23:59;52;-3.1;1
2019-11-09 00:00;2019-11-09 23:59;52;-5.9;1
2019-11-10 00:00;2019-11-10 23:59;48;-12.1;1
2019-11-11 00:00;2019-11-11 23:59;52;-13.2;1
2019-11-12 00:00;2019-11-12 23:59;48;-11.7;1
