Starttid;Sluttid;Energi_KWh;Dygnsmedel;Bergsvärme
2016-01-24 00:00;2016-01-24 23:59;59;-14.3;1
2016-01-25 00:00;2016-01-25 23:59;54;-9.4;1
2016-01-26 00:00;2016-01-26 23:59;48;-5.4;1
2016-01-27 00:00;2016-01-27 23:59;43;-4.3;1
2016-01-28 00:00;2016-01-28 23:59;51;-9.8;1
2016-01-29 00:00;2016-01-29 23:59;51;-12.5;1
2016-01-30 00:00;2016-01-30 23:59;45;-0.3;1
2016-01-31 00:00;2016-01-31 23:59;44;-2.8;1
2016-02-01 00:00;2016-02-01 23:59;45;-8.3;1
2016-02-02 00:00;2016-02-02 23:59;50;-12.5;1
2016-02-03 00:00;2016-02-03 23:59;53;-13.2;1
2016-02-04 00:00;2016-02-04 23:59;57;-16.5;1
2016-02-05 00:00;2016-02-05 23:59;47;-10.5;1
2016-02-06 00:00;2016-02-06 23:59;55;-10.9;1
2016-02-07 00:00;2016-02-07 23:59;45;-5.5;1
2016-02-08 00:00;2016-02-08 23:59;41;0.9;1
2016-02-09 00:00;2016-02-09 23:59;38;0.4;1
2016-02-10 00:00;2016-02-10 23:59;44;0.4;1
2016-02-11 00:00;2016-02-11 23:59;39;-0.7;1
2016-02-12 00:00;2016-02-12 23:59;46;-3;1
2016-02-13 00:00;2016-02-13 23:59;38;-2.1;1
2016-02-14 00:00;2016-02-14 23:58;42;-3.6;1
2016-02-15 00:00;2016-02-15 23:59;49;-6.5;1
2016-02-16 00:00;2016-02-16 23:59;48;-11.6;1
2016-02-17 00:00;2016-02-17 23:59;46;-6.8;1
2016-02-18 00:00;2016-02-18 23:59;44;-4.6;1
2016-02-19 00:00;2016-02-19 23:59;40;-2.1;1
2016-02-20 00:00;2016-02-20 23:59;43;-3.6;1
2016-02-21 00:00;2016-02-21 23:59;38;0;1
2016-02-22 00:00;2016-02-22 23:59;41;-2;1
2016-02-23 00:00;2016-02-23 23:59;43;-6.6;1
2016-02-24 00:00;2016-02-24 23:59;40;-7.7;1
2016-02-25 00:00;2016-02-25 23:59;43;-8.9;1
2016-02-26 00:00;2016-02-26 23:59;52;-12.5;1
2016-02-27 00:00;2016-02-27 23:59;56;-15.2;1
2016-02-28 00:00;2016-02-28 23:59;45;-14.9;1
2016-02-29 00:00;2016-02-29 23:59;44;-13.4;1
2016-03-01 00:00;2016-03-01 23:59;42;-7.5;1
2016-03-02 00:00;2016-03-02 23:59;41;-4.9;1
2016-03-03 00:00;2016-03-03 23:59;43;-6.5;1
2016-03-04 00:00;2016-03-04 23:59;42;-4.8;1
2016-03-05 00:00;2016-03-05 23:59;43;-2.7;1
2016-03-06 00:00;2016-03-06 23:59;40;-2;1
2016-03-07 00:00;2016-03-07 23:59;39;-1;1
2016-03-08 00:00;2016-03-08 23:59;37;0.1;1
2016-03-09 00:00;2016-03-09 23:59;41;0.1;1
2016-03-10 00:00;2016-03-10 23:59;35;-0.5;1
2016-03-11 00:00;2016-03-11 23:59;36;-1.8;1
2016-03-12 00:00;2016-03-12 23:59;36;-4.8;1
2016-03-13 00:00;2016-03-13 23:59;35;-4.4;1
2016-03-14 00:00;2016-03-14 23:59;31;-1;1
2016-03-15 00:00;2016-03-15 23:59;30;2.8;1
2016-03-16 00:00;2016-03-16 23:59;35;4.3;1
2016-03-17 00:00;2016-03-17 23:59;39;0.9;1
2016-03-18 00:00;2016-03-18 23:59;40;-3.8;1
2016-03-19 00:00;2016-03-19 23:59;39;-4.7;1
2016-03-20 00:00;2016-03-20 23:59;40;-4.6;1
2016-03-21 00:00;2016-03-21 23:59;41;-7.1;1
2016-03-22 00:00;2016-03-22 23:59;42;-7.9;1
2016-03-23 00:00;2016-03-23 23:59;39;-4.7;1
2016-03-24 00:00;2016-03-24 23:59;33;-2.6;1
2016-03-25 00:00;2016-03-25 23:59;29;-0.7;1
2016-03-26 00:00;2016-03-26 23:59;27;0.9;1
2016-03-27 00:00;2016-03-27 23:59;27;1.8;1
2016-03-28 00:00;2016-03-28 23:59;25;2.4;1
2016-03-29 00:00;2016-03-29 23:59;30;2.1;1
2016-03-30 00:00;2016-03-30 23:59;34;1.9;1
2016-03-31 00:00;2016-03-31 23:59;29;-0.8;1
2016-04-01 00:00;2016-04-01 23:59;30;0.4;1
2016-04-02 00:00;2016-04-02 23:59;32;-0.4;1
2016-04-03 00:00;2016-04-03 23:59;32;0;1
2016-04-04 00:00;2016-04-04 23:59;31;0.1;1
2016-04-05 00:00;2016-04-05 23:59;30;1.9;1
2016-04-06 00:00;2016-04-06 23:59;33;1;1
2016-04-07 00:00;2016-04-07 23:59;36;1.8;1
2016-04-08 00:00;2016-04-08 23:59;29;3.2;1
2016-04-09 00:00;2016-04-09 23:59;29;3;1
2016-04-10 00:00;2016-04-10 23:59;32;3.1;1
2016-04-11 00:00;2016-04-11 23:59;28;3.5;1
2016-04-12 00:00;2016-04-12 23:59;29;2.4;1
2016-04-13 00:00;2016-04-13 23:59;29;0;1
2016-04-14 00:00;2016-04-14 23:59;33;-1.9;1
2016-04-15 00:00;2016-04-15 23:59;32;-0.1;1
2016-04-16 00:00;2016-04-16 23:59;28;1.5;1
2016-04-17 00:00;2016-04-17 23:59;35;2.5;1
2016-04-18 00:00;2016-04-18 23:59;32;2.4;1
2016-04-19 00:00;2016-04-19 23:59;32;1.1;1
2016-04-20 00:00;2016-04-20 23:01;26;1.6;1
2016-04-21 01:50;2016-04-21 23:59;28;1.5;1
2016-04-22 00:00;2016-04-22 23:59;28;1;1
2016-04-23 00:00;2016-04-23 23:59;27;1.9;1
2016-04-24 00:00;2016-04-24 23:59;29;1.1;1
2016-04-25 00:00;2016-04-25 23:59;31;0.7;1
2016-04-26 00:00;2016-04-26 23:59;30;2.2;1
2016-04-27 00:00;2016-04-27 23:59;30;5;1
2016-04-28 00:00;2016-04-28 23:59;30;3.8;1
2016-04-29 00:00;2016-04-29 23:59;25;6.4;1
2016-04-30 00:00;2016-04-30 23:59;29;6.2;1
2016-05-01 00:00;2016-05-01 23:59;27;6.8;1
2016-05-02 00:00;2016-05-02 23:59;22;6;1
2016-05-03 00:00;2016-05-03 23:59;21;4.7;1
2016-05-04 00:00;2016-05-04 23:59;22;8.6;1
2016-05-05 00:00;2016-05-05 23:59;27;9.3;1
2016-05-06 00:00;2016-05-06 23:59;18;8.4;1
2016-05-07 00:00;2016-05-07 23:59;26;8.8;1
2016-05-08 00:00;2016-05-08 23:59;19;11.9;1
2016-05-09 00:00;2016-05-09 23:59;18;10.8;1
2016-05-10 00:00;2016-05-10 23:59;22;9.1;1
2016-05-11 00:00;2016-05-11 23:59;19;8.5;1
2016-05-12 00:00;2016-05-12 23:59;21;9.7;1
2016-05-13 00:00;2016-05-13 23:59;24;7.7;1
2016-05-14 00:00;2016-05-14 23:59;19;6.4;1
2016-05-15 00:00;2016-05-15 23:59;25;10.3;1
2016-05-16 00:00;2016-05-16 23:59;17;9.6;1
2016-05-17 00:00;2016-05-17 23:59;22;9;1
2016-05-18 00:00;2016-05-18 23:59;22;5.6;1
2016-05-19 00:00;2016-05-19 23:59;28;5;1
2016-05-20 00:00;2016-05-20 23:59;24;6.7;1
2016-05-21 00:00;2016-05-21 23:59;25;11.4;1
2016-05-22 00:00;2016-05-22 23:59;21;10.9;1
2016-05-23 00:00;2016-05-23 23:59;21;9.6;1
2016-05-24 00:00;2016-05-24 23:59;24;13.1;1
2016-05-25 00:00;2016-05-25 23:59;18;13;1
2016-05-26 00:00;2016-05-26 23:59;16;13.9;1
2016-05-27 00:00;2016-05-27 23:59;17;12.4;1
2016-05-28 00:00;2016-05-28 23:59;22;12.7;1
2016-05-29 00:00;2016-05-29 23:59;21;15.2;1
2016-05-30 00:00;2016-05-30 23:59;14;17.2;1
2016-05-31 00:00;2016-05-31 23:59;15;18.6;1
2016-06-01 00:00;2016-06-01 23:59;13;18.6;1
2016-06-02 00:00;2016-06-02 23:59;17;16.9;1
2016-06-03 00:00;2016-06-03 23:59;13;13.6;1
2016-06-04 00:00;2016-06-04 23:59;14;10.6;1
2016-06-05 00:00;2016-06-05 23:59;15;9.8;1
2016-06-06 00:00;2016-06-06 23:59;18;10.3;1
2016-06-07 00:00;2016-06-07 23:59;16;12.8;1
2016-06-08 00:00;2016-06-08 23:59;22;7.6;1
2016-06-09 00:00;2016-06-09 23:59;25;4.5;1
2016-06-10 00:00;2016-06-10 23:59;23;7.8;1
2016-06-11 00:00;2016-06-11 23:59;15;9.9;1
2016-06-12 00:00;2016-06-12 23:59;20;11.3;1
2016-06-13 00:00;2016-06-13 23:59;17;12.4;1
2016-06-14 00:00;2016-06-14 23:59;20;12.2;1
2016-06-15 00:00;2016-06-15 23:59;19;11.3;1
2016-06-16 00:00;2016-06-16 23:59;21;14.3;1
2016-06-17 00:00;2016-06-17 23:59;19;12.7;1
2016-06-18 00:00;2016-06-18 23:59;30;13.5;1
2016-06-19 00:00;2016-06-19 23:59;24;11.7;1
2016-06-20 00:00;2016-06-20 23:59;18;12.6;1
2016-06-21 00:00;2016-06-21 23:59;22;11.8;1
2016-06-22 00:00;2016-06-22 23:59;18;15.2;1
2016-06-23 00:00;2016-06-23 23:59;18;15.6;1
2016-06-24 00:00;2016-06-24 23:59;23;17.9;1
2016-06-25 00:00;2016-06-25 23:59;16;17.8;1
2016-06-26 00:00;2016-06-26 23:59;17;16.3;1
2016-06-27 00:00;2016-06-27 23:59;15;16;1
2016-06-28 00:00;2016-06-28 23:59;15;14.7;1
2016-06-29 00:00;2016-06-29 23:59;6;17;1
2016-06-30 00:00;2016-06-30 23:59;5;17.1;1
2016-07-01 00:00;2016-07-01 23:59;6;17.2;1
2016-07-02 00:00;2016-07-02 23:59;5;16.6;1
2016-07-03 00:00;2016-07-03 23:59;5;15.7;1
2016-07-04 00:00;2016-07-04 23:59;5;15.7;1
2016-07-05 00:00;2016-07-05 23:59;8;12.4;1
2016-07-06 00:00;2016-07-06 23:59;10;12.3;1
2016-07-07 00:00;2016-07-07 23:59;9;13.6;1
2016-07-08 00:00;2016-07-08 23:59;8;14;1
2016-07-09 00:00;2016-07-09 23:59;7;15.5;1
2016-07-10 00:00;2016-07-10 23:59;7;16.3;1
2016-07-11 00:00;2016-07-11 23:59;14;16;1
2016-07-12 00:00;2016-07-12 23:59;11;17.8;1
2016-07-13 00:00;2016-07-13 23:59;10;18.1;1
2016-07-14 00:00;2016-07-14 23:59;6;17.9;1
2016-07-15 00:00;2016-07-15 23:59;5;18;1
2016-07-16 00:00;2016-07-16 23:59;6;16.2;1
2016-07-17 00:00;2016-07-17 23:59;11;16;1
2016-07-18 00:00;2016-07-18 23:59;10;15.8;1
2016-07-19 00:00;2016-07-19 23:59;9;14.9;1
2016-07-20 00:00;2016-07-20 23:59;5;16.6;1
2016-07-21 00:00;2016-07-21 23:59;5;13.4;1
2016-07-22 00:00;2016-07-22 23:59;5;18.1;1
2016-07-23 00:00;2016-07-23 23:59;5;18.8;1
2016-07-24 00:00;2016-07-24 23:59;7;19.7;1
2016-07-25 00:00;2016-07-25 23:59;5;19.9;1
2016-07-26 00:00;2016-07-26 23:59;6;19.3;1
2016-07-27 00:00;2016-07-27 23:59;6;19.4;1
2016-07-28 00:00;2016-07-28 23:59;5;18.4;1
2016-07-29 00:00;2016-07-29 23:59;10;19;1
2016-07-30 00:00;2016-07-30 23:59;7;17.7;1
2016-07-31 00:00;2016-07-31 23:59;12;16.4;1
2016-08-01 00:00;2016-08-01 23:59;12;16.9;1
2016-08-02 00:00;2016-08-02 23:59;11;15.4;1
2016-08-03 00:00;2016-08-03 23:59;8;15.5;1
2016-08-04 00:00;2016-08-04 23:59;9;15.3;1
2016-08-05 00:00;2016-08-05 23:59;9;16;1
2016-08-06 00:00;2016-08-06 23:59;9;16.2;1
2016-08-07 00:00;2016-08-07 23:59;12;17.1;1
2016-08-08 00:00;2016-08-08 23:59;9;12;1
2016-08-09 00:00;2016-08-09 23:59;10;15.4;1
2016-08-10 00:00;2016-08-10 23:59;12;13;1
2016-08-11 00:00;2016-08-11 23:59;12;12.4;1
2016-08-12 00:00;2016-08-12 23:59;14;11.4;1
2016-08-13 00:00;2016-08-13 23:59;14;9.1;1
2016-08-14 00:00;2016-08-14 23:59;17;10.8;1
2016-08-15 00:00;2016-08-15 23:59;15;13.1;1
2016-08-16 00:00;2016-08-16 23:59;11;15;1
2016-08-17 00:00;2016-08-17 23:59;12;12.8;1
2016-08-18 00:00;2016-08-18 23:59;12;14.7;1
2016-08-19 00:00;2016-08-19 23:59;12;14.4;1
2016-08-20 00:00;2016-08-20 23:59;13;14.6;1
2016-08-21 00:00;2016-08-21 23:59;11;15.8;1
2016-08-22 00:00;2016-08-22 23:59;13;14.3;1
2016-08-23 00:00;2016-08-23 23:59;13;14.1;1
2016-08-24 00:00;2016-08-24 23:59;15;11;1
2016-08-25 00:00;2016-08-25 23:59;12;13.6;1
2016-08-26 00:00;2016-08-26 23:59;12;12.2;1
2016-08-27 00:00;2016-08-27 23:59;10;10.7;1
2016-08-28 00:00;2016-08-28 23:59;13;7.8;1
2016-08-29 00:00;2016-08-29 23:59;15;8.2;1
2016-08-30 00:00;2016-08-30 23:59;18;8.5;1
2016-08-31 00:00;2016-08-31 23:59;14;10.2;1
2016-09-01 00:00;2016-09-01 23:59;13;14.9;1
2016-09-02 00:00;2016-09-02 23:59;15;12.2;1
2016-09-03 00:00;2016-09-03 23:59;18;8;1
2016-09-04 00:00;2016-09-04 23:59;18;11.4;1
2016-09-05 00:00;2016-09-05 23:59;17;9.4;1
2016-09-06 00:00;2016-09-06 23:59;17;7.4;1
2016-09-07 00:00;2016-09-07 23:59;11;13.4;1
2016-09-08 00:00;2016-09-08 23:59;10;12.4;1
2016-09-09 00:00;2016-09-09 23:59;11;11.8;1
2016-09-10 00:00;2016-09-10 23:59;11;12.1;1
2016-09-11 00:00;2016-09-11 23:59;15;12.4;1
2016-09-12 00:00;2016-09-12 23:59;16;12.1;1
2016-09-13 00:00;2016-09-13 23:59;16;9.5;1
2016-09-14 00:00;2016-09-14 23:59;14;10.7;1
2016-09-15 00:00;2016-09-15 23:59;12;11.9;1
2016-09-16 00:00;2016-09-16 23:59;20;6.5;1
2016-09-17 00:00;2016-09-17 23:59;17;5.4;1
2016-09-18 00:00;2016-09-18 23:59;24;7.2;1
2016-09-19 00:00;2016-09-19 23:59;15;9.7;1
2016-09-20 00:00;2016-09-20 23:59;16;11.6;1
2016-09-21 00:00;2016-09-21 23:59;14;11.1;1
2016-09-22 00:00;2016-09-22 23:59;19;8.6;1
2016-09-23 00:00;2016-09-23 23:59;15;8.3;1
2016-09-24 00:00;2016-09-24 23:59;14;8.2;1
2016-09-25 00:00;2016-09-25 23:59;14;9.5;1
2016-09-26 00:00;2016-09-26 23:59;19;8.5;1
2016-09-27 00:00;2016-09-27 23:59;14;10.9;1
2016-09-28 00:00;2016-09-28 23:59;15;11.5;1
2016-09-29 00:00;2016-09-29 23:59;26;9.7;1
2016-09-30 00:00;2016-09-30 23:59;23;8.3;1
2016-10-01 00:00;2016-10-01 23:59;29;7.6;1
2016-10-02 00:00;2016-10-02 23:59;27;5.6;1
2016-10-03 00:00;2016-10-03 23:59;27;2.6;1
2016-10-04 00:00;2016-10-04 23:59;25;2.1;1
2016-10-05 00:00;2016-10-05 23:59;26;1.2;1
2016-10-06 00:00;2016-10-06 23:59;24;4.3;1
2016-10-07 00:00;2016-10-07 23:59;24;5.7;1
2016-10-08 00:00;2016-10-08 23:59;24;5.8;1
2016-10-09 00:00;2016-10-09 23:59;35;6.4;1
2016-10-10 00:00;2016-10-10 23:59;28;5.4;1
2016-10-11 00:00;2016-10-11 23:59;28;0.6;1
2016-10-12 00:00;2016-10-12 23:59;29;-1.1;1
2016-10-13 00:00;2016-10-13 23:59;30;0.4;1
2016-10-14 00:00;2016-10-14 23:59;29;-0.3;1
2016-10-15 00:00;2016-10-15 23:59;26;3.2;1
2016-10-16 00:00;2016-10-16 23:59;25;4;1
2016-10-17 00:00;2016-10-17 23:59;24;4;1
2016-10-18 00:00;2016-10-18 23:59;28;5.7;1
2016-10-19 00:00;2016-10-19 23:59;26;5.7;1
2016-10-20 00:00;2016-10-20 23:59;26;4.3;1
2016-10-21 00:00;2016-10-21 23:59;30;4.4;1
2016-10-22 00:00;2016-10-22 23:59;33;2.9;1
2016-10-23 00:00;2016-10-23 23:59;39;2.7;1
2016-10-24 00:00;2016-10-24 23:59;32;2.7;1
2016-10-25 00:00;2016-10-25 23:59;32;3.2;1
2016-10-26 00:00;2016-10-26 23:59;34;0.2;1
2016-10-27 00:00;2016-10-27 23:59;35;2.3;1
2016-10-28 00:00;2016-10-28 23:59;34;1.2;1
2016-10-29 00:00;2016-10-29 23:59;32;-3.2;1
2016-10-30 00:00;2016-10-30 23:59;39;-1.2;1
2016-10-31 00:00;2016-10-31 23:59;33;0.6;1
2016-11-01 00:00;2016-11-01 23:59;34;-0.1;1
2016-11-02 00:00;2016-11-02 23:59;35;0.1;1
2016-11-03 00:00;2016-11-03 23:59;34;-0.7;1
2016-11-04 00:00;2016-11-04 23:59;39;-2.9;1
2016-11-05 00:00;2016-11-05 23:59;42;-7.2;1
2016-11-06 00:00;2016-11-06 23:59;46;-8;1
2016-11-07 00:00;2016-11-07 23:59;45;-7.4;1
2016-11-08 00:00;2016-11-08 23:59;45;-7.9;1
2016-11-09 00:00;2016-11-09 23:59;45;-7.2;1
2016-11-10 00:00;2016-11-10 23:59;42;-7.6;1
2016-11-11 00:00;2016-11-11 23:59;44;-9.6;1
2016-11-12 00:00;2016-11-12 23:59;51;-15.2;1
2016-11-13 00:00;2016-11-13 23:59;47;-9.9;1
2016-11-14 00:00;2016-11-14 23:59;37;-0.1;1
2016-11-15 00:00;2016-11-15 23:59;37;1;1
2016-11-16 00:00;2016-11-16 23:59;37;-0.6;1
2016-11-17 00:00;2016-11-17 23:59;34;1.7;1
2016-11-18 00:00;2016-11-18 23:59;33;1.5;1
2016-11-19 00:00;2016-11-19 23:59;41;0.8;1
2016-11-20 00:00;2016-11-20 23:59;41;0;1
2016-11-21 00:00;2016-11-21 23:59;36;1.8;1
2016-11-22 00:00;2016-11-22 23:59;38;0.4;1
2016-11-23 00:00;2016-11-23 23:59;39;0.1;1
2016-11-24 00:00;2016-11-24 23:59;42;-4.8;1
2016-11-25 00:00;2016-11-25 23:59;44;-5.6;1
2016-11-26 00:00;2016-11-26 23:59;42;-2.3;1
2016-11-27 00:00;2016-11-27 23:59;48;-5.8;1
2016-11-28 00:00;2016-11-28 23:59;47;-11;1
2016-11-29 00:00;2016-11-29 23:59;44;-5;1
2016-11-30 00:00;2016-11-30 23:59;37;-1.1;1
2016-12-01 00:00;2016-12-01 23:59;46;-5.9;1
2016-12-02 00:00;2016-12-02 23:59;46;-4.9;1
2016-12-03 00:00;2016-12-03 23:59;55;-13.6;1
2016-12-04 00:00;2016-12-04 23:59;46;-9.5;1
2016-12-05 00:00;2016-12-05 23:59;48;-7.2;1
2016-12-06 00:00;2016-12-06 23:59;56;-14.2;1
2016-12-07 00:00;2016-12-07 23:59;40;-1.2;1
2016-12-08 00:00;2016-12-08 23:58;47;-9.8;1
2016-12-09 00:00;2016-12-09 23:59;46;-7.4;1
2016-12-10 00:00;2016-12-10 23:59;53;-11.8;1
2016-12-11 00:00;2016-12-11 23:59;51;-17.5;1
2016-12-12 00:00;2016-12-12 23:59;47;-10.4;1
2016-12-13 00:00;2016-12-13 23:59;49;-13.5;1
2016-12-14 00:00;2016-12-14 23:59;44;-8.6;1
2016-12-15 00:00;2016-12-15 23:59;45;-7.3;1
2016-12-16 00:00;2016-12-16 23:59;43;-8.3;1
2016-12-17 00:00;2016-12-17 23:59;46;-4.5;1
2016-12-18 00:00;2016-12-18 23:59;40;-5.2;1
2016-12-19 00:00;2016-12-19 23:59;38;-0.6;1
2016-12-20 00:00;2016-12-20 23:59;41;1.1;1
2016-12-21 00:00;2016-12-21 23:59;38;0.4;1
2016-12-22 00:00;2016-12-22 23:59;45;-1.5;1
2016-12-23 00:00;2016-12-23 23:59;46;-4.4;1
2016-12-24 00:00;2016-12-24 23:59;42;-2.5;1
2016-12-25 00:00;2016-12-25 23:59;48;-10.3;1
2016-12-26 00:00;2016-12-26 23:59;49;-8.7;1
2016-12-27 00:00;2016-12-27 23:59;47;-4.9;1
2016-12-28 00:00;2016-12-28 23:59;46;-3.9;1
2016-12-29 00:00;2016-12-29 23:59;42;-1.9;1
2016-12-30 00:00;2016-12-30 23:59;39;-0.6;1
2016-12-31 00:00;2016-12-31 23:59;43;0.7;1
2017-01-01 00:00;2017-01-01 23:59;44;-5.9;1
2017-01-02 00:00;2017-01-02 23:59;50;-7.4;1
2017-01-03 00:00;2017-01-03 23:59;49;-10.3;1
2017-01-04 00:00;2017-01-04 23:59;58;-18.8;1
2017-01-05 00:00;2017-01-05 23:59;83;-28.1;1
2017-01-06 00:00;2017-01-06 23:59;67;-17.5;1
2017-01-07 00:00;2017-01-07 23:59;46;-5.3;1
2017-01-08 00:00;2017-01-08 23:59;46;-2.2;1
2017-01-09 00:00;2017-01-09 23:59;43;-1.8;1
2017-01-10 00:00;2017-01-10 23:59;41;-0.9;1
2017-01-11 00:00;2017-01-11 23:59;41;0.6;1
2017-01-12 00:00;2017-01-12 23:59;43;-1.9;1
2017-01-13 00:00;2017-01-13 23:59;41;-0.6;1
2017-01-14 00:00;2017-01-14 23:59;52;-5.9;1
2017-01-15 00:00;2017-01-15 23:59;55;-16.5;1
2017-01-16 00:00;2017-01-16 23:59;47;-13.4;1
2017-01-17 00:00;2017-01-17 23:59;47;-9;1
2017-01-18 00:00;2017-01-18 23:59;41;-2.1;1
2017-01-19 00:00;2017-01-19 23:59;39;0.3;1
2017-01-20 00:00;2017-01-20 23:59;47;-6.8;1
2017-01-21 00:00;2017-01-21 23:59;44;-10.1;1
2017-01-22 00:00;2017-01-22 23:59;43;-5;1
2017-01-23 00:00;2017-01-23 23:59;44;-5.5;1
2017-01-24 00:00;2017-01-24 23:59;52;-13;1
2017-01-25 00:00;2017-01-25 23:59;43;-1.6;1
2017-01-26 00:00;2017-01-26 23:59;38;1.1;1
2017-01-27 00:00;2017-01-27 23:59;39;-1;1
2017-01-28 00:00;2017-01-28 23:59;39;-7.1;1
2017-01-29 00:00;2017-01-29 23:59;38;-2.8;1
2017-01-30 00:00;2017-01-30 23:59;40;-2.1;1
2017-01-31 00:00;2017-01-31 23:59;44;-6.2;1
2017-02-01 00:00;2017-02-01 23:59;44;-6.8;1
2017-02-02 00:00;2017-02-02 23:59;40;-2.3;1
2017-02-03 00:00;2017-02-03 23:59;41;-3;1
2017-02-04 00:00;2017-02-04 23:59;44;-2.9;1
2017-02-05 00:00;2017-02-05 23:59;45;-2.7;1
2017-02-06 00:00;2017-02-06 23:59;43;-4.6;1
2017-02-07 00:00;2017-02-07 23:59;46;-9.8;1
2017-02-08 00:00;2017-02-08 23:59;51;-16.8;1
2017-02-09 00:00;2017-02-09 23:59;53;-13.2;1
2017-02-10 00:00;2017-02-10 23:59;45;-7.8;1
2017-02-11 00:00;2017-02-11 23:59;50;-10.1;1
2017-02-12 00:00;2017-02-12 23:59;47;-10.1;1
2017-02-13 00:00;2017-02-13 23:59;33;3.5;1
2017-02-14 00:00;2017-02-14 23:59;36;1.2;1
2017-02-15 00:00;2017-02-15 23:59;38;-0.8;1
2017-02-16 00:00;2017-02-16 23:59;41;-5.1;1
2017-02-17 00:00;2017-02-17 23:59;37;-0.4;1
2017-02-18 00:00;2017-02-18 23:59;43;-2.3;1
2017-02-19 00:00;2017-02-19 23:59;44;-5.3;1
2017-02-20 00:00;2017-02-20 23:59;44;-11.9;1
2017-02-21 00:00;2017-02-21 23:59;44;-13;1
2017-02-22 00:00;2017-02-22 23:59;45;-9.1;1
2017-02-23 00:00;2017-02-23 23:59;48;-8;1
2017-02-24 00:00;2017-02-24 23:59;49;-9.1;1
2017-02-25 00:00;2017-02-25 23:59;48;-8;1
2017-02-26 00:00;2017-02-26 23:59;47;-11.1;1
2017-02-27 00:00;2017-02-27 23:59;48;-12.7;1
2017-02-28 00:00;2017-02-28 23:59;46;-5.4;1
2017-03-01 00:00;2017-03-01 23:59;42;-3.5;1
2017-03-02 00:00;2017-03-02 23:59;43;-5.6;1
2017-03-03 00:00;2017-03-03 23:59;45;-7.5;1
2017-03-04 00:00;2017-03-04 23:59;45;-6.2;1
2017-03-05 00:00;2017-03-05 23:59;43;-11.6;1
2017-03-06 00:00;2017-03-06 23:59;45;-12.5;1
2017-03-07 00:00;2017-03-07 23:59;43;-13.2;1
2017-03-08 00:00;2017-03-08 23:59;44;-5.5;1
2017-03-09 00:00;2017-03-09 23:59;41;-4.5;1
2017-03-10 00:00;2017-03-10 23:59;38;-4.6;1
2017-03-11 00:00;2017-03-11 23:59;39;-4.5;1
2017-03-12 00:00;2017-03-12 23:59;37;-2.4;1
2017-03-13 00:00;2017-03-13 23:59;35;-1.6;1
2017-03-14 00:00;2017-03-14 23:59;36;0.7;1
2017-03-15 00:00;2017-03-15 23:59;33;1;1
2017-03-16 00:00;2017-03-16 23:59;33;1.6;1
2017-03-17 00:00;2017-03-17 23:59;32;0.7;1
2017-03-18 00:00;2017-03-18 23:59;34;-2.1;1
2017-03-19 00:00;2017-03-19 23:59;36;-6;1
2017-03-20 00:00;2017-03-20 23:59;35;-3.7;1
2017-03-21 00:00;2017-03-21 23:59;38;-1.7;1
2017-03-22 00:00;2017-03-22 23:59;33;0.7;1
2017-03-23 00:00;2017-03-23 23:59;35;-0.3;1
2017-03-24 00:00;2017-03-24 23:59;37;-2.5;1
2017-03-25 00:00;2017-03-25 23:59;31;0.7;1
2017-03-26 00:00;2017-03-26 23:59;30;3.5;1
2017-03-27 00:00;2017-03-27 23:59;33;0.5;1
2017-03-28 00:00;2017-03-28 23:59;36;-2;1
2017-03-29 00:00;2017-03-29 23:59;46;-5.2;1
2017-03-30 00:00;2017-03-30 23:59;44;-5.3;1
2017-03-31 00:00;2017-03-31 23:59;35;-4.3;1
2017-04-01 00:00;2017-04-01 23:59;36;-2.2;1
2017-04-02 00:00;2017-04-02 23:59;37;-1.6;1
2017-04-03 00:00;2017-04-03 23:59;35;-1.3;1
2017-04-04 00:00;2017-04-04 23:59;28;3.7;1
2017-04-05 00:00;2017-04-05 23:59;28;2.8;1
2017-04-06 00:00;2017-04-06 23:59;27;1.2;1
2017-04-07 00:00;2017-04-07 23:58;50;0.7;1
2017-04-08 00:00;2017-04-08 23:59;35;-1;1
2017-04-09 00:00;2017-04-09 23:59;37;-0.5;1
2017-04-10 00:00;2017-04-10 23:59;30;0.8;1
2017-04-11 00:00;2017-04-11 23:59;30;-0.3;1
2017-04-12 00:00;2017-04-12 23:59;30;-0.6;1
2017-04-13 00:00;2017-04-13 23:59;34;-3.4;1
2017-04-14 00:00;2017-04-14 23:59;42;-4;1
2017-04-15 00:00;2017-04-15 23:59;33;-2.5;1
2017-04-16 00:00;2017-04-16 23:59;40;-1.4;1
2017-04-17 00:00;2017-04-17 23:59;32;-0.5;1
2017-04-18 00:00;2017-04-18 23:59;33;-1.8;1
2017-04-19 00:00;2017-04-19 23:59;31;0.5;1
2017-04-20 00:00;2017-04-20 23:59;33;1.3;1
2017-04-21 00:00;2017-04-21 23:59;27;3;1
2017-04-22 00:00;2017-04-22 23:59;25;2.1;1
2017-04-23 00:00;2017-04-23 23:59;32;0.4;1
2017-04-24 00:00;2017-04-24 23:59;33;0.1;1
2017-04-25 00:00;2017-04-25 23:59;26;1.8;1
2017-04-26 00:00;2017-04-26 23:59;31;2;1
2017-04-27 00:00;2017-04-27 23:59;32;1.6;1
2017-04-28 00:00;2017-04-28 23:59;30;1.6;1
2017-04-29 00:00;2017-04-29 23:59;30;1.8;1
